txn_id,timestamp,src,dst,amount,channel,src_country,dst_country
T0000152,2025-01-10 22:47:00.000000000,ACC00254,ACC00010,387.09,CARD,IN,GB
T0002921,2025-01-11 03:00:00.000000000,ACC00251,ACC00209,1617.21,WIRE,SG,AU
T0000503,2025-01-11 03:59:00.000000000,ACC00035,ACC00096,353.61,WIRE,DE,GB
T0004030,2025-01-11 04:00:00.000000000,ACC00224,ACC00029,732.13,ACH,AU,IN
T0003107,2025-01-11 04:10:00.000000000,ACC00225,ACC00065,107.41,ACH,IN,IN
T0001396,2025-01-11 06:15:00.000000000,ACC00102,ACC00069,175.66,WIRE,AU,DE
T0000592,2025-01-11 06:35:00.000000000,ACC00251,ACC00042,134.36,CARD,SG,IN
T0001399,2025-01-11 06:36:00.000000000,ACC00162,ACC00102,346.42,WIRE,GB,AU
T0000549,2025-01-11 07:03:00.000000000,ACC00038,ACC00166,374.18,WIRE,AU,DE
T0003396,2025-01-11 07:20:00.000000000,ACC00246,ACC00075,359.38,CARD,US,US
T0001174,2025-01-11 07:25:00.000000000,ACC00086,ACC00281,169.58,CARD,AU,US
T0002984,2025-01-11 07:30:00.000000000,ACC00174,ACC00215,710.95,ACH,CA,US
T0000414,2025-01-11 07:32:00.000000000,ACC00291,ACC00030,218.98,ACH,AU,GB
T0001144,2025-01-11 07:51:00.000000000,ACC00083,ACC00239,357.95,CASH,US,US
T0002863,2025-01-11 07:59:00.000000000,ACC00145,ACC00206,281.59,WIRE,IN,SG
T0001043,2025-01-11 07:59:00.000000000,ACC00072,ACC00044,5026.71,CARD,CA,GB
T0004005,2025-01-11 08:01:00.000000000,ACC00298,ACC00067,255.02,ACH,GB,CA
T0002454,2025-01-11 08:08:00.000000000,ACC00192,ACC00177,1663.38,ACH,CA,IN
T0000879,2025-01-11 08:33:00.000000000,ACC00200,ACC00062,245.11,CASH,US,SG
T0002725,2025-01-11 08:36:00.000000000,ACC00197,ACC00061,762.95,CASH,US,DE
T0002443,2025-01-11 08:49:00.000000000,ACC00033,ACC00176,557.63,WIRE,SG,IN
T0000444,2025-01-11 08:49:00.000000000,ACC00032,ACC00170,83.24,CARD,US,AU
T0000341,2025-01-11 08:49:00.000000000,ACC00287,ACC00025,538.36,WIRE,AU,SG
T0001749,2025-01-11 08:59:00.000000000,ACC00154,ACC00126,2750.03,WIRE,GB,GB
T0003201,2025-01-11 09:02:00.000000000,ACC00232,ACC00250,421.58,ACH,IN,DE
T0003650,2025-01-11 09:04:00.000000000,ACC00097,ACC00266,672.62,CASH,US,CA
T0001612,2025-01-11 09:09:00.000000000,ACC00196,ACC00116,232.32,CARD,DE,GB
T0000380,2025-01-11 09:28:00.000000000,ACC00123,ACC00029,387.12,ACH,AU,IN
T0003831,2025-01-11 09:31:00.000000000,ACC00283,ACC00068,476.99,CARD,DE,GB
T0002946,2025-01-11 09:42:00.000000000,ACC00213,ACC00212,444.65,CARD,GB,IN
T0001465,2025-01-11 09:54:00.000000000,ACC00245,ACC00106,41.0,WIRE,DE,DE
T0000922,2025-01-11 10:41:00.000000000,ACC00137,ACC00065,20.27,CASH,CA,IN
T0000082,2025-01-11 11:01:00.000000000,ACC00081,ACC00005,201.2,WIRE,IN,SG
T0003358,2025-01-11 11:07:00.000000000,ACC00245,ACC00168,2730.46,ACH,DE,CA
T0002771,2025-01-11 11:15:00.000000000,ACC00200,ACC00241,537.4,CARD,US,IN
T0003921,2025-01-11 11:17:00.000000000,ACC00004,ACC00292,620.85,CARD,SG,AU
T0002700,2025-01-11 11:20:00.000000000,ACC00281,ACC00195,146.17,WIRE,US,CA
T0000762,2025-01-11 11:23:00.000000000,ACC00002,ACC00054,2123.52,CRYPTO,AU,SG
T0000538,2025-01-11 11:27:00.000000000,ACC00038,ACC00199,485.83,ACH,AU,SG
T0002460,2025-01-11 11:29:00.000000000,ACC00255,ACC00177,1212.4,CRYPTO,IN,IN
T0001194,2025-01-11 11:34:00.000000000,ACC00230,ACC00088,229.05,WIRE,US,GB
T0000785,2025-01-11 11:38:00.000000000,ACC00056,ACC00023,709.02,WIRE,CA,DE
T0003487,2025-01-11 11:41:00.000000000,ACC00162,ACC00252,1150.27,CARD,GB,IN
T0000766,2025-01-11 11:44:00.000000000,ACC00109,ACC00054,616.59,WIRE,AU,SG
T0000624,2025-01-11 11:44:00.000000000,ACC00114,ACC00044,1154.06,ACH,CA,GB
T0003860,2025-01-11 11:44:00.000000000,ACC00292,ACC00286,688.8,ACH,AU,GB
T0001061,2025-01-11 11:47:00.000000000,ACC00074,ACC00244,222.79,CARD,IN,AU
T0000295,2025-01-11 12:04:00.000000000,ACC00216,ACC00020,97.01,CARD,DE,CA
T0002765,2025-01-11 12:06:00.000000000,ACC00200,ACC00210,404.95,WIRE,US,DE
T0003839,2025-01-11 12:07:00.000000000,ACC00284,ACC00204,491.14,WIRE,AU,DE
T0000672,2025-01-11 12:10:00.000000000,ACC00048,ACC00232,1085.93,ACH,CA,IN
T0002805,2025-01-11 12:15:00.000000000,ACC00120,ACC00202,2808.67,CARD,DE,SG
T0002642,2025-01-11 12:29:00.000000000,ACC00134,ACC00191,136.82,CARD,IN,SG
T0002146,2025-01-11 12:35:00.000000000,ACC00285,ACC00153,1183.01,CARD,IN,DE
T0000593,2025-01-11 12:36:00.000000000,ACC00052,ACC00042,517.09,ACH,AU,IN
T0000926,2025-01-11 12:51:00.000000000,ACC00065,ACC00074,2175.31,ACH,IN,IN
T0000619,2025-01-11 12:53:00.000000000,ACC00044,ACC00156,1909.48,CASH,GB,CA
T0000076,2025-01-11 12:56:00.000000000,ACC00052,ACC00005,309.9,CARD,AU,SG
T0002837,2025-01-11 13:06:00.000000000,ACC00205,ACC00018,84.24,CARD,AU,CA
T0000730,2025-01-11 13:09:00.000000000,ACC00206,ACC00052,56.08,CARD,SG,AU
T0000546,2025-01-11 13:15:00.000000000,ACC00125,ACC00038,1077.02,ACH,DE,AU
T0002423,2025-01-11 13:30:00.000000000,ACC00148,ACC00175,1696.7,CARD,GB,IN
T0000837,2025-01-11 13:33:00.000000000,ACC00059,ACC00188,152.74,WIRE,IN,IN
T0003607,2025-01-11 13:36:00.000000000,ACC00261,ACC00183,816.09,WIRE,CA,AU
T0003273,2025-01-11 13:40:00.000000000,ACC00146,ACC00236,2197.97,ACH,SG,US
T0000920,2025-01-11 13:40:00.000000000,ACC00065,ACC00134,328.11,ACH,IN,IN
T0003786,2025-01-11 13:44:00.000000000,ACC00279,ACC00107,142.56,CARD,SG,IN
T0003105,2025-01-11 13:51:00.000000000,ACC00224,ACC00129,2233.43,ACH,AU,AU
T0003385,2025-01-11 13:53:00.000000000,ACC00246,ACC00128,330.74,ACH,US,SG
T0000854,2025-01-11 13:55:00.000000000,ACC00060,ACC00069,517.85,WIRE,AU,DE
T0000481,2025-01-11 13:56:00.000000000,ACC00034,ACC00092,204.89,WIRE,DE,AU
T0002053,2025-01-11 13:56:00.000000000,ACC00146,ACC00281,413.67,WIRE,SG,US
T0000468,2025-01-11 13:57:00.000000000,ACC00033,ACC00157,415.31,ACH,SG,US
T0003101,2025-01-11 14:00:00.000000000,ACC00298,ACC00224,2822.65,CASH,GB,AU
T0002372,2025-01-11 14:05:00.000000000,ACC00170,ACC00157,678.27,CARD,AU,US
T0003075,2025-01-11 14:19:00.000000000,ACC00221,ACC00251,671.74,WIRE,US,SG
T0002481,2025-01-11 14:37:00.000000000,ACC00179,ACC00137,208.02,ACH,GB,CA
T0001351,2025-01-11 14:42:00.000000000,ACC00098,ACC00059,1165.06,WIRE,IN,IN
T0001672,2025-01-11 14:43:00.000000000,ACC00120,ACC00014,449.09,ACH,DE,DE
T0003680,2025-01-11 14:48:00.000000000,ACC00258,ACC00268,413.17,CARD,CA,SG
T0001251,2025-01-11 14:51:00.000000000,ACC00184,ACC00092,1617.86,CARD,GB,AU
T0001757,2025-01-11 14:53:00.000000000,ACC00127,ACC00221,1061.62,WIRE,IN,US
T0000060,2025-01-11 14:56:00.000000000,ACC00004,ACC00264,802.34,WIRE,SG,IN
T0003077,2025-01-11 14:57:00.000000000,ACC00221,ACC00037,300.68,ACH,US,AU
T0004096,2025-01-11 15:00:00.000000000,ACC00168,ACC00018,9773.75,CASH,CA,CA
T0003814,2025-01-11 15:01:00.000000000,ACC00284,ACC00281,613.27,ACH,AU,US
T0003957,2025-01-11 15:08:00.000000000,ACC00294,ACC00215,350.78,ACH,SG,US
T0000123,2025-01-11 15:14:00.000000000,ACC00008,ACC00286,1074.07,CARD,DE,GB
T0000937,2025-01-11 15:18:00.000000000,ACC00066,ACC00217,159.54,ACH,CA,CA
T0001002,2025-01-11 15:21:00.000000000,ACC00108,ACC00071,1132.32,CASH,US,US
T0001895,2025-01-11 15:25:00.000000000,ACC00136,ACC00266,800.14,CARD,CA,CA
T0002985,2025-01-11 15:26:00.000000000,ACC00215,ACC00085,177.37,ACH,US,GB
T0000931,2025-01-11 15:28:00.000000000,ACC00066,ACC00273,331.52,CARD,CA,SG
T0002876,2025-01-11 15:33:00.000000000,ACC00207,ACC00014,580.36,ACH,CA,DE
T0001964,2025-01-11 15:37:00.000000000,ACC00140,ACC00083,267.58,CRYPTO,GB,US
T0000285,2025-01-11 15:41:00.000000000,ACC00200,ACC00020,952.61,ACH,US,CA
T0001509,2025-01-11 15:42:00.000000000,ACC00110,ACC00128,2875.45,ACH,IN,SG
T0000308,2025-01-11 15:42:00.000000000,ACC00137,ACC00022,5639.51,ACH,CA,US
T0001285,2025-01-11 15:45:00.000000000,ACC00094,ACC00133,434.61,ACH,CA,IN
T0003223,2025-01-11 15:47:00.000000000,ACC00233,ACC00133,4188.91,WIRE,DE,IN
T0003131,2025-01-11 15:48:00.000000000,ACC00299,ACC00227,175.98,WIRE,US,CA
T0002572,2025-01-11 15:56:00.000000000,ACC00282,ACC00187,1245.68,ACH,AU,DE
T0002421,2025-01-11 16:06:00.000000000,ACC00175,ACC00147,396.12,CASH,IN,IN
T0002086,2025-01-11 16:16:00.000000000,ACC00149,ACC00269,149.3,WIRE,GB,CA
T0003071,2025-01-11 16:29:00.000000000,ACC00221,ACC00106,632.21,CASH,US,DE
T0003716,2025-01-11 16:33:00.000000000,ACC00167,ACC00272,860.78,CARD,GB,GB
T0002549,2025-01-11 16:37:00.000000000,ACC00078,ACC00185,1180.7,CRYPTO,CA,AU
T0003639,2025-01-11 16:47:00.000000000,ACC00264,ACC00193,7202.33,ACH,IN,AU
T0000699,2025-01-11 16:56:00.000000000,ACC00213,ACC00050,149.92,WIRE,GB,CA
T0000073,2025-01-11 17:01:00.000000000,ACC00083,ACC00005,1203.69,ACH,US,SG
T0001912,2025-01-11 17:13:00.000000000,ACC00195,ACC00137,239.81,ACH,CA,CA
T0000054,2025-01-11 17:19:00.000000000,ACC00271,ACC00004,1622.56,CARD,CA,SG
T0000056,2025-01-11 17:30:00.000000000,ACC00191,ACC00004,233.85,CARD,SG,SG
T0002833,2025-01-11 17:31:00.000000000,ACC00030,ACC00204,1911.53,CARD,GB,DE
T0000303,2025-01-11 17:38:00.000000000,ACC00022,ACC00105,520.98,WIRE,US,IN
T0000813,2025-01-11 17:42:00.000000000,ACC00290,ACC00057,201.32,WIRE,SG,CA
T0003612,2025-01-11 17:43:00.000000000,ACC00035,ACC00261,210.77,ACH,DE,CA
T0002913,2025-01-11 17:58:00.000000000,ACC00236,ACC00209,118.09,CARD,US,AU
T0001601,2025-01-11 17:59:00.000000000,ACC00151,ACC00115,370.52,CARD,AU,GB
T0002034,2025-01-11 18:25:00.000000000,ACC00143,ACC00145,453.05,ACH,US,IN
T0004037,2025-01-11 19:00:00.000000000,ACC00297,ACC00029,511.61,ACH,AU,IN
T0000519,2025-01-11 19:08:00.000000000,ACC00142,ACC00036,808.37,CASH,DE,CA
T0001075,2025-01-11 19:40:00.000000000,ACC00109,ACC00075,133.88,CARD,AU,US
T0000810,2025-01-11 19:55:00.000000000,ACC00234,ACC00057,644.6,WIRE,DE,CA
T0003978,2025-01-11 20:18:00.000000000,ACC00152,ACC00296,127.79,CASH,SG,IN
T0001602,2025-01-11 20:48:00.000000000,ACC00115,ACC00243,2229.04,WIRE,GB,IN
T0004036,2025-01-11 22:00:00.000000000,ACC00061,ACC00029,783.45,WIRE,DE,IN
T0000896,2025-01-11 22:04:00.000000000,ACC00071,ACC00064,457.79,ACH,US,IN
T0000198,2025-01-11 22:17:00.000000000,ACC00281,ACC00013,319.12,ACH,US,IN
T0000477,2025-01-11 22:28:00.000000000,ACC00294,ACC00033,28.96,ACH,SG,SG
T0004044,2025-01-11 23:00:00.000000000,ACC00038,ACC00029,1265.08,WIRE,AU,IN
T0002883,2025-01-11 23:52:00.000000000,ACC00207,ACC00206,2773.72,WIRE,CA,SG
T0004033,2025-01-12 02:00:00.000000000,ACC00011,ACC00029,1752.63,WIRE,CA,IN
T0003001,2025-01-12 02:29:00.000000000,ACC00216,ACC00203,1954.16,CARD,DE,DE
T0004034,2025-01-12 03:00:00.000000000,ACC00091,ACC00029,1987.79,ACH,SG,IN
T0002331,2025-01-12 03:44:00.000000000,ACC00168,ACC00027,127.17,ACH,CA,US
T0004025,2025-01-12 04:00:00.000000000,ACC00253,ACC00029,1606.89,ACH,GB,IN
T0001929,2025-01-12 04:34:00.000000000,ACC00270,ACC00138,478.58,CARD,GB,AU
T0000329,2025-01-12 04:58:00.000000000,ACC00024,ACC00284,2024.95,ACH,DE,AU
T0002775,2025-01-12 05:54:00.000000000,ACC00165,ACC00200,243.65,ACH,CA,US
T0001338,2025-01-12 07:12:00.000000000,ACC00128,ACC00098,211.21,CRYPTO,SG,IN
T0002527,2025-01-12 07:34:00.000000000,ACC00183,ACC00221,255.06,WIRE,AU,US
T0003129,2025-01-12 07:35:00.000000000,ACC00227,ACC00285,1163.67,WIRE,CA,IN
T0002914,2025-01-12 07:58:00.000000000,ACC00209,ACC00131,1872.76,ACH,AU,US
T0001915,2025-01-12 08:01:00.000000000,ACC00284,ACC00137,878.85,WIRE,AU,CA
T0002957,2025-01-12 08:03:00.000000000,ACC00219,ACC00213,23.07,ACH,US,GB
T0003359,2025-01-12 08:25:00.000000000,ACC00245,ACC00265,45.44,WIRE,DE,IN
T0003867,2025-01-12 08:48:00.000000000,ACC00287,ACC00010,200.74,CASH,AU,GB
T0002223,2025-01-12 09:10:00.000000000,ACC00146,ACC00160,3174.99,ACH,SG,DE
T0000966,2025-01-12 09:28:00.000000000,ACC00085,ACC00068,338.74,ACH,GB,GB
T0000848,2025-01-12 09:53:00.000000000,ACC00059,ACC00286,766.96,WIRE,IN,GB
T0003698,2025-01-12 09:55:00.000000000,ACC00284,ACC00270,1947.62,CARD,AU,GB
T0001423,2025-01-12 09:59:00.000000000,ACC00060,ACC00103,921.96,WIRE,AU,SG
T0001972,2025-01-12 09:59:00.000000000,ACC00063,ACC00141,412.9,WIRE,US,AU
T0002522,2025-01-12 10:00:00.000000000,ACC00182,ACC00140,395.04,WIRE,US,GB
T0000627,2025-01-12 10:08:00.000000000,ACC00045,ACC00013,441.71,WIRE,DE,IN
T0000192,2025-01-12 10:18:00.000000000,ACC00175,ACC00013,162.21,WIRE,IN,IN
T0003705,2025-01-12 10:26:00.000000000,ACC00271,ACC00081,662.29,ACH,CA,IN
T0003298,2025-01-12 10:30:00.000000000,ACC00239,ACC00208,2357.99,WIRE,US,US
T0003484,2025-01-12 10:34:00.000000000,ACC00043,ACC00252,527.64,WIRE,US,IN
T0003922,2025-01-12 10:36:00.000000000,ACC00040,ACC00292,1187.47,CRYPTO,CA,AU
T0001738,2025-01-12 10:40:00.000000000,ACC00298,ACC00126,2115.25,ACH,GB,GB
T0002590,2025-01-12 10:41:00.000000000,ACC00256,ACC00187,855.99,ACH,US,DE
T0000764,2025-01-12 10:44:00.000000000,ACC00054,ACC00026,9500.0,ACH,SG,CA
T0000884,2025-01-12 10:44:00.000000000,ACC00178,ACC00062,98.55,CARD,DE,SG
T0002262,2025-01-12 10:53:00.000000000,ACC00199,ACC00162,258.5,WIRE,SG,GB
T0001161,2025-01-12 10:54:00.000000000,ACC00085,ACC00270,237.78,CARD,GB,GB
T0001191,2025-01-12 11:01:00.000000000,ACC00088,ACC00100,772.96,WIRE,GB,IN
T0003303,2025-01-12 11:16:00.000000000,ACC00239,ACC00152,421.18,ACH,US,SG
T0001058,2025-01-12 11:16:00.000000000,ACC00105,ACC00074,263.68,ACH,IN,IN
T0001746,2025-01-12 11:19:00.000000000,ACC00273,ACC00126,1253.79,WIRE,SG,GB
T0000709,2025-01-12 11:28:00.000000000,ACC00051,ACC00158,2964.85,ACH,SG,US
T0003995,2025-01-12 11:36:00.000000000,ACC00180,ACC00297,453.27,ACH,CA,AU
T0002260,2025-01-12 11:38:00.000000000,ACC00193,ACC00162,192.89,ACH,AU,GB
T0001170,2025-01-12 11:45:00.000000000,ACC00086,ACC00075,897.7,CARD,AU,US
T0003773,2025-01-12 11:48:00.000000000,ACC00278,ACC00241,488.24,CARD,CA,IN
T0000611,2025-01-12 12:03:00.000000000,ACC00043,ACC00113,84.77,CARD,US,GB
T0002277,2025-01-12 12:03:00.000000000,ACC00062,ACC00163,274.94,ACH,SG,CA
T0001685,2025-01-12 12:09:00.000000000,ACC00010,ACC00121,341.06,ACH,GB,IN
T0003624,2025-01-12 12:14:00.000000000,ACC00263,ACC00021,298.81,WIRE,IN,GB
T0000052,2025-01-12 12:14:00.000000000,ACC00190,ACC00004,142.25,WIRE,CA,SG
T0003238,2025-01-12 12:25:00.000000000,ACC00234,ACC00171,607.73,WIRE,DE,GB
T0003904,2025-01-12 12:27:00.000000000,ACC00290,ACC00098,303.01,CRYPTO,SG,IN
T0003184,2025-01-12 12:29:00.000000000,ACC00231,ACC00240,236.32,ACH,US,IN
T0003827,2025-01-12 12:29:00.000000000,ACC00080,ACC00283,1941.64,WIRE,SG,DE
T0000564,2025-01-12 12:30:00.000000000,ACC00039,ACC00200,404.46,CASH,DE,US
T0003472,2025-01-12 12:34:00.000000000,ACC00251,ACC00072,62.91,CASH,SG,CA
T0003230,2025-01-12 12:36:00.000000000,ACC00143,ACC00234,817.7,WIRE,US,DE
T0001552,2025-01-12 12:37:00.000000000,ACC00268,ACC00113,1578.67,WIRE,SG,GB
T0001572,2025-01-12 12:39:00.000000000,ACC00114,ACC00071,3703.29,CARD,CA,US
T0001347,2025-01-12 12:43:00.000000000,ACC00145,ACC00098,534.55,WIRE,IN,IN
T0001710,2025-01-12 12:45:00.000000000,ACC00207,ACC00123,419.44,CARD,CA,AU
T0000888,2025-01-12 12:47:00.000000000,ACC00118,ACC00063,31.04,ACH,AU,US
T0003817,2025-01-12 12:50:00.000000000,ACC00128,ACC00281,551.15,ACH,SG,US
T0000232,2025-01-12 12:50:00.000000000,ACC00015,ACC00096,299.28,WIRE,IN,GB
T0004097,2025-01-12 13:00:00.000000000,ACC00223,ACC00018,9947.37,CASH,GB,CA
T0002455,2025-01-12 13:06:00.000000000,ACC00177,ACC00130,942.76,CARD,IN,CA
T0003958,2025-01-12 13:07:00.000000000,ACC00294,ACC00262,665.95,CARD,SG,DE
T0000959,2025-01-12 13:11:00.000000000,ACC00100,ACC00067,344.47,WIRE,IN,CA
T0002127,2025-01-12 13:12:00.000000000,ACC00243,ACC00151,1837.11,CASH,IN,AU
T0000570,2025-01-12 13:26:00.000000000,ACC00039,ACC00192,649.03,ACH,DE,CA
T0002583,2025-01-12 13:32:00.000000000,ACC00207,ACC00187,15.55,CASH,CA,DE
T0000451,2025-01-12 13:34:00.000000000,ACC00006,ACC00032,352.43,WIRE,SG,US
T0000154,2025-01-12 13:38:00.000000000,ACC00010,ACC00277,748.5,WIRE,GB,AU
T0000122,2025-01-12 13:41:00.000000000,ACC00064,ACC00008,540.06,CASH,IN,DE
T0003935,2025-01-12 13:49:00.000000000,ACC00210,ACC00292,91.06,CARD,DE,AU
T0003797,2025-01-12 13:55:00.000000000,ACC00299,ACC00280,90.63,CARD,US,DE
T0003722,2025-01-12 14:02:00.000000000,ACC00272,ACC00139,118.02,ACH,GB,IN
T0000891,2025-01-12 14:04:00.000000000,ACC00095,ACC00063,212.21,ACH,IN,US
T0002279,2025-01-12 14:10:00.000000000,ACC00164,ACC00166,5666.62,CRYPTO,GB,DE
T0002404,2025-01-12 14:15:00.000000000,ACC00234,ACC00174,2057.83,CARD,DE,CA
T0003505,2025-01-12 14:30:00.000000000,ACC00253,ACC00224,2296.66,WIRE,GB,AU
T0000721,2025-01-12 14:32:00.000000000,ACC00184,ACC00051,207.72,WIRE,GB,SG
T0000035,2025-01-12 14:32:00.000000000,ACC00001,ACC00055,771.25,WIRE,IN,AU
T0000589,2025-01-12 14:40:00.000000000,ACC00024,ACC00042,511.37,WIRE,DE,IN
T0001369,2025-01-12 14:44:00.000000000,ACC00100,ACC00240,1907.63,WIRE,IN,IN
T0001464,2025-01-12 14:47:00.000000000,ACC00105,ACC00124,1275.2,ACH,IN,IN
T0001569,2025-01-12 14:57:00.000000000,ACC00114,ACC00219,886.76,ACH,CA,US
T0000456,2025-01-12 15:00:00.000000000,ACC00032,ACC00111,552.59,CARD,US,SG
T0000535,2025-01-12 15:02:00.000000000,ACC00161,ACC00037,959.2,CARD,US,AU
T0000320,2025-01-12 15:04:00.000000000,ACC00023,ACC00233,984.13,WIRE,DE,DE
T0003274,2025-01-12 15:14:00.000000000,ACC00127,ACC00236,266.99,ACH,IN,US
T0003559,2025-01-12 15:16:00.000000000,ACC00257,ACC00105,1049.17,CARD,GB,IN
T0001990,2025-01-12 15:19:00.000000000,ACC00021,ACC00141,1059.65,WIRE,GB,AU
T0000557,2025-01-12 15:21:00.000000000,ACC00105,ACC00039,169.09,CARD,IN,DE
T0002854,2025-01-12 15:23:00.000000000,ACC00172,ACC00206,2920.88,WIRE,CA,SG
T0002561,2025-01-12 15:36:00.000000000,ACC00186,ACC00126,273.65,WIRE,GB,GB
T0003446,2025-01-12 15:52:00.000000000,ACC00282,ACC00250,313.33,WIRE,AU,DE
T0001890,2025-01-12 15:52:00.000000000,ACC00135,ACC00298,311.41,CARD,SG,GB
T0000068,2025-01-12 16:04:00.000000000,ACC00004,ACC00132,65.22,CASH,SG,CA
T0003562,2025-01-12 16:10:00.000000000,ACC00129,ACC00257,485.53,ACH,AU,GB
T0003660,2025-01-12 16:19:00.000000000,ACC00266,ACC00224,257.79,WIRE,CA,AU
T0003293,2025-01-12 16:23:00.000000000,ACC00239,ACC00082,789.9,CARD,US,US
T0001053,2025-01-12 16:24:00.000000000,ACC00186,ACC00073,543.42,WIRE,GB,SG
T0001695,2025-01-12 16:29:00.000000000,ACC00121,ACC00294,784.38,WIRE,IN,SG
T0003369,2025-01-12 16:30:00.000000000,ACC00245,ACC00107,63.01,CARD,DE,IN
T0003953,2025-01-12 16:33:00.000000000,ACC00024,ACC00293,155.13,ACH,DE,AU
T0002241,2025-01-12 16:37:00.000000000,ACC00161,ACC00204,162.18,ACH,US,DE
T0003942,2025-01-12 16:41:00.000000000,ACC00030,ACC00293,1223.46,CARD,GB,AU
T0000962,2025-01-12 16:56:00.000000000,ACC00067,ACC00041,3746.91,CASH,CA,CA
T0004043,2025-01-12 17:00:00.000000000,ACC00287,ACC00029,2073.06,WIRE,AU,IN
T0001027,2025-01-12 17:11:00.000000000,ACC00294,ACC00072,1098.89,ACH,SG,CA
T0002699,2025-01-12 17:26:00.000000000,ACC00195,ACC00162,553.36,ACH,CA,GB
T0000739,2025-01-12 17:29:00.000000000,ACC00053,ACC00128,528.59,WIRE,US,SG
T0002388,2025-01-12 17:30:00.000000000,ACC00172,ACC00011,1494.91,WIRE,CA,CA
T0000265,2025-01-12 17:50:00.000000000,ACC00165,ACC00018,751.18,ACH,CA,CA
T0000328,2025-01-12 18:00:00.000000000,ACC00139,ACC00024,489.59,ACH,IN,DE
T0001665,2025-01-12 18:02:00.000000000,ACC00120,ACC00277,1782.66,WIRE,DE,AU
T0002781,2025-01-12 18:36:00.000000000,ACC00200,ACC00041,225.25,CASH,US,CA
T0001588,2025-01-12 18:40:00.000000000,ACC00220,ACC00115,227.78,WIRE,CA,GB
T0001013,2025-01-12 18:41:00.000000000,ACC00071,ACC00139,228.02,WIRE,US,IN
T0000928,2025-01-12 18:49:00.000000000,ACC00066,ACC00119,475.11,ACH,CA,US
T0003809,2025-01-12 18:56:00.000000000,ACC00281,ACC00191,898.21,CARD,US,SG
T0001330,2025-01-12 19:12:00.000000000,ACC00046,ACC00097,110.77,CARD,AU,US
T0001747,2025-01-12 19:38:00.000000000,ACC00126,ACC00227,4984.16,ACH,GB,CA
T0002772,2025-01-12 20:06:00.000000000,ACC00200,ACC00252,331.09,WIRE,US,IN
T0000250,2025-01-12 20:58:00.000000000,ACC00171,ACC00016,215.57,CASH,GB,AU
T0003553,2025-01-12 23:06:00.000000000,ACC00185,ACC00257,195.29,ACH,AU,GB
T0004038,2025-01-13 02:00:00.000000000,ACC00015,ACC00029,1020.03,WIRE,IN,IN
T0001880,2025-01-13 05:28:00.000000000,ACC00128,ACC00135,2235.62,ACH,SG,SG
T0000141,2025-01-13 05:47:00.000000000,ACC00010,ACC00293,608.92,WIRE,GB,AU
T0002005,2025-01-13 06:12:00.000000000,ACC00142,ACC00052,827.38,ACH,DE,AU
T0002001,2025-01-13 06:46:00.000000000,ACC00011,ACC00142,46.62,CASH,CA,DE
T0004040,2025-01-13 07:00:00.000000000,ACC00174,ACC00029,2110.97,WIRE,CA,IN
T0003642,2025-01-13 07:35:00.000000000,ACC00265,ACC00121,231.8,ACH,IN,IN
T0003508,2025-01-13 07:40:00.000000000,ACC00254,ACC00198,230.31,WIRE,IN,DE
T0002594,2025-01-13 07:48:00.000000000,ACC00188,ACC00196,619.15,CASH,IN,DE
T0002648,2025-01-13 07:56:00.000000000,ACC00232,ACC00191,93.62,WIRE,IN,SG
T0004029,2025-01-13 08:00:00.000000000,ACC00015,ACC00029,835.46,ACH,IN,IN
T0001712,2025-01-13 08:17:00.000000000,ACC00195,ACC00123,659.7,CARD,CA,AU
T0001411,2025-01-13 08:22:00.000000000,ACC00102,ACC00229,1131.35,ACH,AU,SG
T0002714,2025-01-13 08:30:00.000000000,ACC00196,ACC00111,2351.49,WIRE,DE,SG
T0001589,2025-01-13 08:31:00.000000000,ACC00115,ACC00100,597.24,WIRE,GB,IN
T0002508,2025-01-13 08:37:00.000000000,ACC00263,ACC00180,3526.6,CARD,IN,CA
T0000653,2025-01-13 08:37:00.000000000,ACC00047,ACC00278,455.14,ACH,DE,CA
T0000395,2025-01-13 08:37:00.000000000,ACC00162,ACC00029,376.66,WIRE,GB,IN
T0002206,2025-01-13 08:46:00.000000000,ACC00220,ACC00159,527.01,WIRE,CA,GB
T0002862,2025-01-13 08:53:00.000000000,ACC00206,ACC00223,7040.09,ACH,SG,GB
T0001521,2025-01-13 08:54:00.000000000,ACC00187,ACC00111,233.6,CRYPTO,DE,SG
T0001784,2025-01-13 09:09:00.000000000,ACC00081,ACC00128,172.38,ACH,IN,SG
T0003236,2025-01-13 09:16:00.000000000,ACC00121,ACC00234,1046.98,WIRE,IN,DE
T0001175,2025-01-13 09:20:00.000000000,ACC00044,ACC00087,1093.91,WIRE,GB,DE
T0000642,2025-01-13 09:29:00.000000000,ACC00045,ACC00097,555.62,CARD,DE,US
T0003595,2025-01-13 09:31:00.000000000,ACC00133,ACC00260,871.65,ACH,IN,IN
T0002778,2025-01-13 09:34:00.000000000,ACC00108,ACC00200,395.7,CASH,US,US
T0003965,2025-01-13 09:37:00.000000000,ACC00294,ACC00170,788.63,WIRE,SG,AU
T0002151,2025-01-13 09:47:00.000000000,ACC00065,ACC00153,152.73,WIRE,IN,DE
T0000647,2025-01-13 09:58:00.000000000,ACC00199,ACC00046,1117.53,ACH,SG,AU
